Chromosome	Start	End	ID	Confidence
chr3	75718500	75719500	E_006178	0.7927
chr3	75831000	75832750	E_006179	0.8855
chr3	77204250	77205500	E_006180	0.7714
chr3	77228500	77229750	E_006181	0.7592
chr3	77239250	77241500	E_006182	0.8538
chr3	80782250	80784250	E_006183	0.9163
chr3	80816750	80817750	E_006184	0.7311
chr3	80818250	80822000	E_006185	0.7567
chr3	81733750	81735000	E_006186	0.9422
chr3	81765750	81766750	E_006187	0.9764
chr3	81791750	81792250	E_006188	0.8473
chr3	81809000	81810750	E_006189	0.7083
chr3	84290000	84298250	E_006190	0.7591
chr3	84353000	84355250	E_006191	0.7632
chr3	84356000	84357000	E_006192	0.7879
chr3	84357250	84360250	E_006193	0.7615
chr3	85550500	85558500	E_006194	0.7965
chr3	87277000	87277500	E_006195	0.5621
chr3	87676250	87677500	E_006196	0.9815
chr3	87839250	87840250	E_006197	0.7993
chr3	87840500	87842250	E_006198	0.6987
chr3	87844000	87852250	E_006199	0.897
chr3	87853750	87857250	E_006200	0.789
chr3	88080500	88084750	E_006201	0.8369
chr3	88109250	88109750	E_006202	0.5843
chr3	88110750	88112000	E_006203	0.8005
chr3	88124000	88125000	E_006204	0.9759
chr3	88196750	88197750	E_006205	0.8492
chr3	88244500	88246250	E_006206	0.7745
chr3	93688000	93689250	E_006207	0.9648
chr3	93690000	93691000	E_006208	0.7755
chr3	93691250	93691750	E_006209	0.5621
chr3	93699750	93701500	E_006210	0.66
chr3	94658000	94659000	E_006211	0.6167
chr3	97629250	97630250	E_006212	0.966
chr3	98269750	98274000	E_006213	0.9791
chr3	98302000	98304000	E_006214	0.8906
chr3	98309000	98311750	E_006215	0.74
chr3	98313750	98314500	E_006216	0.9394
chr3	98592500	98595500	E_006217	0.8418
chr3	98647250	98648250	E_006218	0.814
chr3	99494750	99496750	E_006219	0.9729
chr3	99542000	99543250	E_006220	0.9843
chr3	99543500	99544750	E_006221	0.8505
chr3	99590500	99592000	E_006222	0.982
chr3	99596250	99597250	E_006223	0.8105
chr3	99639000	99640750	E_006224	0.9788
chr3	99779250	99780250	E_006225	0.9832
chr3	99795250	99796500	E_006226	0.9604
chr3	99801000	99803250	E_006227	0.9771
chr3	99808000	99809750	E_006228	0.9779
chr3	99977750	99978750	E_006229	0.693
chr3	99980500	99984750	E_006230	0.7528
chr3	99992000	99993000	E_006231	0.8123
chr3	100007000	100009750	E_006232	0.9691
chr3	100054250	100054750	E_006233	0.8043
chr3	100116500	100117500	E_006234	0.7193
chr3	100118250	100119000	E_006235	0.6252
chr3	100121250	100123750	E_006236	0.7669
chr3	100143000	100144750	E_006237	0.9563
chr3	100348000	100349750	E_006238	0.981
chr3	100421000	100422000	E_006239	0.9712
chr3	100429500	100430250	E_006240	0.7608
chr3	100466750	100467750	E_006241	0.7468
chr3	100860250	100863000	E_006242	0.9548
chr3	100865500	100867750	E_006243	0.9862
chr3	100869000	100870250	E_006244	0.9862
chr3	101044000	101046250	E_006245	0.9141
chr3	101185000	101186250	E_006246	0.9667
chr3	101203500	101204500	E_006247	0.9781
chr3	101229500	101231500	E_006248	0.6595
chr3	101236500	101238250	E_006249	0.9495
chr3	101248500	101254000	E_006250	0.9776
chr3	101275000	101277250	E_006251	0.8741
chr3	101281500	101282750	E_006252	0.6112
chr3	101291250	101291750	E_006253	0.6331
chr3	101294250	101295250	E_006254	0.6425
chr3	101296250	101297250	E_006255	0.7593
chr3	101329750	101331750	E_006256	0.9495
chr3	101347000	101363250	E_006257	0.8595
chr3	101392500	101394250	E_006258	0.8445
chr3	101402250	101404000	E_006259	0.6432
chr3	101406750	101407250	E_006260	0.6129
chr3	101409250	101410500	E_006261	0.9843
chr3	101444250	101445500	E_006262	0.6473
chr3	105366500	105367500	E_006263	0.9746
chr3	105548000	105548750	E_006264	0.9746
chr3	105586500	105587250	E_006265	0.591
chr3	105600750	105602500	E_006266	0.7269
chr3	105722750	105723750	E_006267	0.7879
chr3	105832750	105834000	E_006268	0.9694
chr3	105848500	105852000	E_006269	0.8698
chr3	105933500	105934500	E_006270	0.9857
chr3	106205250	106206500	E_006271	0.722
chr3	106843500	106844750	E_006272	0.7612
chr3	106850750	106853250	E_006273	0.7989
chr3	107085250	107087000	E_006274	0.9758
chr3	107150500	107151000	E_006275	0.6538
chr3	107808500	107809250	E_006276	0.624
chr3	107811000	107812000	E_006277	0.9119
chr3	107817750	107820000	E_006278	0.9786
chr3	107822000	107824250	E_006279	0.9786
chr3	107827250	107828500	E_006280	0.9764
chr3	107842500	107843500	E_006281	0.6936
chr3	107851250	107853750	E_006282	0.7563
chr3	107942500	107943500	E_006283	0.7207
chr3	108305750	108306250	E_006284	0.5124
chr3	108306500	108307500	E_006285	0.6059
chr3	108309500	108310750	E_006286	0.6519
chr3	108316750	108319500	E_006287	0.8641
chr3	110222500	110225500	E_006288	0.844
chr3	110231000	110232000	E_006289	0.9746
chr3	110239000	110241000	E_006290	0.7914
chr3	110245500	110247750	E_006291	0.9284
chr3	110607250	110608250	E_006292	0.7193
chr3	112279000	112279500	E_006293	0.6284
chr3	112383500	112385000	E_006294	0.7269
chr3	112394750	112396500	E_006295	0.9741
chr3	112465250	112466250	E_006296	0.9645
chr3	112488750	112490750	E_006297	0.9783
chr3	112736500	112737000	E_006298	0.513
chr3	113006000	113007000	E_006299	0.8487
chr3	113413750	113414750	E_006300	0.6479
chr3	113416500	113417000	E_006301	0.5943
chr3	113459750	113460500	E_006302	0.9362
chr3	113461250	113462000	E_006303	0.752
chr3	113463000	113464000	E_006304	0.6278
chr3	113467500	113468750	E_006305	0.736
chr3	114865000	114865500	E_006306	0.6538
chr3	114867250	114868250	E_006307	0.8439
chr3	114958250	114959750	E_006308	0.9658
chr3	115182250	115183000	E_006309	0.739
chr3	115378000	115378500	E_006310	0.7871
chr3	115502750	115504250	E_006311	0.8303
chr3	115718000	115720000	E_006312	0.9801
chr3	115723750	115725000	E_006313	0.9843
chr3	115756750	115760500	E_006314	0.9631
chr3	115763000	115765500	E_006315	0.9789
chr3	115787500	115788750	E_006316	0.9843
chr3	116033500	116034500	E_006317	0.9735
chr3	118249000	118250250	E_006318	0.8955
chr3	118262750	118264250	E_006319	0.9343
chr3	118652250	118653500	E_006320	0.7793
chr3	118656000	118658250	E_006321	0.9562
chr3	118929000	118931500	E_006322	0.9749
chr3	119136500	119138500	E_006323	0.9777
chr3	119219750	119220250	E_006324	0.628
chr3	119225250	119228000	E_006325	0.8855
chr3	119356000	119358500	E_006326	0.9818
chr3	119513250	119516750	E_006327	0.959
chr3	119722250	119723500	E_006328	0.9697
chr3	119815000	119816500	E_006329	0.6005
chr3	120066500	120067000	E_006330	0.5461
chr3	120069250	120070250	E_006331	0.6801
chr3	120277250	120279000	E_006332	0.783
chr3	120290500	120291750	E_006333	0.9709
chr3	120315750	120317250	E_006334	0.8408
chr3	120341250	120343250	E_006335	0.9838
chr3	120361750	120362750	E_006336	0.8278
chr3	120363000	120364750	E_006337	0.9828
chr3	120365750	120366750	E_006338	0.8487
chr3	120437750	120438750	E_006339	0.9746
chr3	121263500	121264250	E_006340	0.5782
chr3	121271000	121271750	E_006341	0.8662
chr3	121467000	121467500	E_006342	0.5621
chr3	121552250	121553000	E_006343	0.544
chr3	122100250	122101500	E_006344	0.5965
chr3	122104250	122104750	E_006345	0.5685
chr3	122128500	122129750	E_006346	0.7134
chr3	122136000	122137000	E_006347	0.7495
chr3	122220750	122222000	E_006348	0.9843
chr3	122229500	122230750	E_006349	0.9313
chr3	122232250	122232750	E_006350	0.5621
chr3	122235250	122236750	E_006351	0.7325
chr3	122397750	122398250	E_006352	0.8611
chr3	122400000	122401250	E_006353	0.7067
chr3	122506500	122508000	E_006354	0.8934
chr3	122786750	122788750	E_006355	0.8894
chr3	122795250	122796250	E_006356	0.9676
chr3	122797250	122801750	E_006357	0.9777
chr3	122802500	122803750	E_006358	0.9843
chr3	122804000	122805000	E_006359	0.9828
chr3	122921500	122922000	E_006360	0.7627
chr3	123305250	123306000	E_006361	0.8528
chr3	123678750	123679500	E_006362	0.5632
chr3	123751500	123752000	E_006363	0.8349
chr3	124304500	124306750	E_006364	0.9216
chr3	124338250	124341250	E_006365	0.973
chr3	124358250	124359500	E_006366	0.8606
chr3	124372250	124374000	E_006367	0.9436
chr3	124397750	124398750	E_006368	0.9687
chr3	124450000	124451000	E_006369	0.5759
chr3	124530500	124533000	E_006370	0.9764
chr3	124593000	124597000	E_006371	0.9463
chr3	124598750	124599750	E_006372	0.9485
chr3	124604000	124605500	E_006373	0.5932
chr3	125029250	125030250	E_006374	0.8379
chr3	125070250	125071750	E_006375	0.8722
chr3	125092000	125093500	E_006376	0.8239
chr3	125152000	125153000	E_006377	0.9781
chr3	125158250	125160500	E_006378	0.9753
chr3	125210750	125212250	E_006379	0.97
chr3	125213250	125214250	E_006380	0.9513
chr3	125215000	125216750	E_006381	0.9248
chr3	125238000	125238500	E_006382	0.5621
chr3	125315000	125316000	E_006383	0.6435
chr3	125635250	125636500	E_006384	0.7592
chr3	125709250	125710250	E_006385	0.7504
chr3	126061500	126062500	E_006386	0.7228
chr3	126074250	126075750	E_006387	0.854
chr3	126108000	126108500	E_006388	0.8308
chr3	126190500	126191750	E_006389	0.9628
chr3	126193000	126194000	E_006390	0.7304
chr3	126258000	126260750	E_006391	0.9323
chr3	126325750	126326750	E_006392	0.8905
chr3	126372750	126373750	E_006393	0.7388
chr3	126471000	126472000	E_006394	0.9832
chr3	126605000	126606000	E_006395	0.9832
chr3	126614000	126615000	E_006396	0.9875
chr3	126626250	126633250	E_006397	0.978
chr3	126633750	126634750	E_006398	0.7266
chr3	126636000	126637750	E_006399	0.9789
chr3	126645750	126646750	E_006400	0.7995
chr3	126700500	126705750	E_006401	0.9258
chr3	126729250	126730500	E_006402	0.7342
chr3	127307750	127309000	E_006403	0.818
chr3	127315500	127316000	E_006404	0.5316
chr3	127318500	127320000	E_006405	0.8426
chr3	127348750	127349500	E_006406	0.6802
chr3	127419750	127421750	E_006407	0.9802
chr3	127425250	127426250	E_006408	0.8487
chr3	127772250	127774500	E_006409	0.8829
chr3	127795250	127797750	E_006410	0.8734
chr3	127798250	127800250	E_006411	0.9418
chr3	127841250	127842000	E_006412	0.5896
chr3	127935750	127936750	E_006413	0.7615
chr3	128058000	128059250	E_006414	0.8673
chr3	128061750	128064250	E_006415	0.9789
chr3	128118250	128119250	E_006416	0.9832
chr3	128121000	128122750	E_006417	0.981
chr3	128127250	128139750	E_006418	0.9679
chr3	128140000	128146250	E_006419	0.9573
chr3	128151000	128152000	E_006420	0.8477
chr3	128202000	128206250	E_006421	0.7845
chr3	128210500	128211500	E_006422	0.5953
chr3	128213750	128217000	E_006423	0.941
chr3	128223000	128224500	E_006424	0.9823
chr3	128251250	128252250	E_006425	0.9832
chr3	128264750	128269750	E_006426	0.9754
chr3	128272250	128273250	E_006427	0.9789
chr3	128303000	128305000	E_006428	0.9477
chr3	128367000	128369000	E_006429	0.7066
chr3	128397750	128399250	E_006430	0.8082
chr3	128401000	128401500	E_006431	0.618
chr3	128445750	128446750	E_006432	0.6218
chr3	128447250	128448250	E_006433	0.7503
chr3	128477000	128478250	E_006434	0.7232
chr3	128488750	128490000	E_006435	0.9811
chr3	128522250	128523250	E_006436	0.8088
chr3	128547500	128550750	E_006437	0.9361
chr3	128564500	128565750	E_006438	0.9321
chr3	128583250	128583750	E_006439	0.8549
chr3	128591500	128592250	E_006440	0.9343
chr3	128596750	128597250	E_006441	0.6534
chr3	128599000	128599500	E_006442	0.5834
chr3	128599750	128601000	E_006443	0.8141
chr3	128613750	128615250	E_006444	0.8709
chr3	128734500	128736500	E_006445	0.9857
chr3	128745000	128746250	E_006446	0.819
chr3	128772000	128774000	E_006447	0.9854
chr3	128800250	128801750	E_006448	0.977
chr3	128820000	128821000	E_006449	0.9758
chr3	128831000	128832000	E_006450	0.9832
chr3	128838000	128840000	E_006451	0.8614
chr3	128877750	128879250	E_006452	0.8099
chr3	128881250	128881750	E_006453	0.8186
chr3	128899750	128902000	E_006454	0.6902
chr3	128904000	128904500	E_006455	0.6954
chr3	128914000	128915500	E_006456	0.9778
chr3	128930250	128931500	E_006457	0.9782
chr3	128945250	128946500	E_006458	0.981
chr3	128947000	128950000	E_006459	0.9812
chr3	128957250	128959750	E_006460	0.9756
chr3	128964000	128965000	E_006461	0.9565
chr3	128969000	128970000	E_006462	0.7387
chr3	128998500	128999250	E_006463	0.8613
chr3	129023250	129025000	E_006464	0.9462
chr3	129062500	129063750	E_006465	0.6823
chr3	129089000	129090000	E_006466	0.7606
chr3	129116500	129119250	E_006467	0.8488
chr3	129131000	129134500	E_006468	0.9764
chr3	129142250	129143750	E_006469	0.9719
chr3	129148500	129149250	E_006470	0.8887
chr3	129150500	129151500	E_006471	0.8806
chr3	129154500	129155750	E_006472	0.5672
chr3	129160000	129161500	E_006473	0.7741
chr3	129162250	129163750	E_006474	0.9752
chr3	129164250	129167500	E_006475	0.861
chr3	129169250	129170500	E_006476	0.8865
chr3	129177250	129178250	E_006477	0.9799
chr3	129209000	129210250	E_006478	0.9808
chr3	129296250	129296750	E_006479	0.6808
chr3	129315250	129317500	E_006480	0.978
chr3	129317750	129319500	E_006481	0.9796
chr3	129323500	129324500	E_006482	0.8961
chr3	129326750	129327250	E_006483	0.8713
chr3	129333250	129334250	E_006484	0.9832
chr3	129345250	129346750	E_006485	0.8028
chr3	129376750	129377750	E_006486	0.9439
chr3	129417750	129418500	E_006487	0.9707
chr3	129574500	129577500	E_006488	0.9085
chr3	129829250	129830250	E_006489	0.656
chr3	129897750	129904500	E_006490	0.8073
chr3	129977000	129978000	E_006491	0.9875
chr3	130060250	130063250	E_006492	0.9335
chr3	130065000	130066000	E_006493	0.6246
chr3	130085750	130086750	E_006494	0.9746
chr3	130093000	130094750	E_006495	0.9729
chr3	130095750	130098500	E_006496	0.9418
chr3	130100750	130107000	E_006497	0.9696
chr3	130107250	130110500	E_006498	0.9811
chr3	130432000	130433000	E_006499	0.9789
chr3	130463750	130464250	E_006500	0.5219
chr3	130464500	130465000	E_006501	0.5734
chr3	130466750	130468500	E_006502	0.7399
chr3	130550250	130551250	E_006503	0.8096
chr3	130567250	130568250	E_006504	0.9355
chr3	130570250	130573250	E_006505	0.7724
chr3	130611250	130611750	E_006506	0.6131
chr3	130614000	130614500	E_006507	0.5621
chr3	130615250	130616250	E_006508	0.7049
chr3	130643750	130646250	E_006509	0.9741
chr3	131081500	131082000	E_006510	0.8139
chr3	131220500	131221250	E_006511	0.5582
chr3	131245500	131246500	E_006512	0.8082
chr3	132137250	132137750	E_006513	0.5473
chr3	132254750	132255750	E_006514	0.7908
chr3	132269500	132270500	E_006515	0.9832
chr3	132438750	132439500	E_006516	0.5839
chr3	132630750	132632000	E_006517	0.9847
chr3	132877250	132880250	E_006518	0.9767
chr3	133290500	133291500	E_006519	0.9131
chr3	133294000	133294500	E_006520	0.549
chr3	133294750	133295750	E_006521	0.5791
chr3	133378750	133380000	E_006522	0.6305
chr3	133467500	133468250	E_006523	0.8393
chr3	133569000	133573500	E_006524	0.954
chr3	133592750	133594750	E_006525	0.9543
chr3	133602000	133603000	E_006526	0.8544
chr3	133611500	133612750	E_006527	0.9012
chr3	135231750	135233750	E_006528	0.9801
chr3	135299750	135302500	E_006529	0.887
chr3	135852500	135855250	E_006530	0.9674
chr3	135910000	135911000	E_006531	0.9405
chr3	135911750	135912750	E_006532	0.6668
chr3	135917250	135917750	E_006533	0.6302
chr3	135969750	135971500	E_006534	0.8819
chr3	136062250	136063250	E_006535	0.9832
chr3	136153250	136154250	E_006536	0.8575
chr3	136155500	136156500	E_006537	0.8164
chr3	136334750	136337000	E_006538	0.9827
chr3	136409500	136411000	E_006539	0.9533
chr3	136467250	136470250	E_006540	0.8704
chr3	136472250	136473500	E_006541	0.61
chr3	136504750	136506500	E_006542	0.977
chr3	136538500	136539000	E_006543	0.7871
chr3	136559000	136560000	E_006544	0.9377
chr3	136579250	136580000	E_006545	0.6796
chr3	136582000	136583000	E_006546	0.7003
chr3	136732500	136734250	E_006547	0.9241
chr3	137878750	137879750	E_006548	0.9787
chr3	137892250	137893000	E_006549	0.5782
chr3	137907250	137908750	E_006550	0.5855
chr3	137918000	137921250	E_006551	0.9336
chr3	138068750	138069250	E_006552	0.5143
chr3	138392500	138393500	E_006553	0.9385
chr3	138405000	138407000	E_006554	0.8835
chr3	138444500	138447000	E_006555	0.9145
chr3	138483250	138484250	E_006556	0.9754
chr3	138493500	138494500	E_006557	0.9641
chr3	138501000	138502250	E_006558	0.9628
chr3	138536750	138538000	E_006559	0.9843
chr3	138542750	138543750	E_006560	0.9733
chr3	138550250	138553000	E_006561	0.7186
chr3	138580250	138583500	E_006562	0.9544
chr3	138593000	138598000	E_006563	0.9686
chr3	138598250	138599250	E_006564	0.7327
chr3	138607000	138608000	E_006565	0.7327
chr3	138608500	138610750	E_006566	0.9827
chr3	138617000	138618250	E_006567	0.8696
chr3	138630250	138635750	E_006568	0.9184
chr3	138654000	138656000	E_006569	0.9446
chr3	138664000	138665000	E_006570	0.793
chr3	138838250	138842000	E_006571	0.9603
chr3	138854000	138855000	E_006572	0.9789
chr3	139006500	139008250	E_006573	0.9454
chr3	139016250	139022250	E_006574	0.9784
chr3	139023750	139026750	E_006575	0.9543
chr3	139027250	139029500	E_006576	0.981
chr3	139030500	139033000	E_006577	0.9782
chr3	139057000	139060250	E_006578	0.9768
chr3	139064000	139064750	E_006579	0.6741
chr3	139073000	139074250	E_006580	0.9517
chr3	139106000	139107250	E_006581	0.5677
chr3	139109750	139110750	E_006582	0.5503
chr3	139238500	139239250	E_006583	0.9033
chr3	139395500	139396000	E_006584	0.8008
chr3	140662000	140663750	E_006585	0.6329
chr3	140672000	140673000	E_006586	0.9674
chr3	141029000	141033500	E_006587	0.9257
chr3	141049500	141052000	E_006588	0.9789
chr3	141069750	141073250	E_006589	0.9765
chr3	141079500	141080500	E_006590	0.969
chr3	141084750	141085250	E_006591	0.8633
chr3	141088000	141089500	E_006592	0.9077
chr3	141128500	141129750	E_006593	0.9843
chr3	141130500	141131750	E_006594	0.7783
chr3	141145500	141146250	E_006595	0.8452
chr3	141154500	141155500	E_006596	0.9832
chr3	141159500	141160750	E_006597	0.981
chr3	141170750	141171750	E_006598	0.9832
chr3	141176250	141179000	E_006599	0.9809
chr3	141206500	141208250	E_006600	0.7659
chr3	141276250	141277750	E_006601	0.9202
chr3	141457750	141459750	E_006602	0.6792
chr3	141522000	141525250	E_006603	0.9811
chr3	141526000	141527000	E_006604	0.976
chr3	141562250	141563250	E_006605	0.9789
chr3	141567000	141569250	E_006606	0.9795
chr3	141579250	141581000	E_006607	0.9454
chr3	141597250	141598250	E_006608	0.6409
chr3	141600000	141601250	E_006609	0.959
chr3	141740500	141742250	E_006610	0.8638
chr3	141744250	141746750	E_006611	0.6842
chr3	141764000	141767250	E_006612	0.9715
chr3	141867000	141867750	E_006613	0.6572
chr3	141943250	141943750	E_006614	0.5621
chr3	142003500	142004500	E_006615	0.7885
chr3	142033500	142034500	E_006616	0.9746
chr3	142037500	142039250	E_006617	0.9789
chr3	142158000	142159750	E_006618	0.9661
chr3	142164250	142166250	E_006619	0.6764
chr3	142293250	142294250	E_006620	0.9873
chr3	142296250	142297000	E_006621	0.5538
chr3	142316000	142317250	E_006622	0.8677
chr3	142370750	142372750	E_006623	0.9481
chr3	142443750	142446250	E_006624	0.6933
chr3	142497000	142498250	E_006625	0.8126
chr3	142596750	142597750	E_006626	0.7502
chr3	142695000	142697000	E_006627	0.9423
chr3	142700750	142701750	E_006628	0.8997
chr3	142715750	142719000	E_006629	0.8736
chr3	142721750	142722750	E_006630	0.6325
chr3	142802250	142804750	E_006631	0.9478
chr3	142836500	142837000	E_006632	0.8265
chr3	142838750	142841000	E_006633	0.7591
chr3	142843250	142844750	E_006634	0.8912
chr3	142886500	142889750	E_006635	0.9832
chr3	142896000	142898000	E_006636	0.8414
chr3	142901250	142903500	E_006637	0.9706
chr3	142935000	142936500	E_006638	0.9003
chr3	143000000	143003500	E_006639	0.9784
chr3	143021250	143022500	E_006640	0.9811
chr3	143023750	143027500	E_006641	0.9778
chr3	143081500	143082750	E_006642	0.852
chr3	143162000	143163250	E_006643	0.9843
chr3	143315500	143316750	E_006644	0.9753
chr3	143693000	143695000	E_006645	0.689
chr3	143734000	143735250	E_006646	0.8505
chr3	146180750	146181750	E_006647	0.8107
chr3	146185750	146186500	E_006648	0.5837
chr3	146188250	146189000	E_006649	0.9157
chr3	146215000	146215750	E_006650	0.9242
chr3	146259000	146261750	E_006651	0.7435
chr3	146271500	146272750	E_006652	0.981
chr3	146962250	146963250	E_006653	0.7926
chr3	148848000	148848500	E_006654	0.7485
chr3	148870000	148870750	E_006655	0.9746
chr3	148942500	148943750	E_006656	0.9808
chr3	149293000	149293500	E_006657	0.8473
chr3	150082500	150083750	E_006658	0.9783
chr3	150089000	150090000	E_006659	0.9832
chr3	150093750	150095000	E_006660	0.9843
chr3	150102250	150103250	E_006661	0.8702
chr3	150124500	150125000	E_006662	0.6129
chr3	150126750	150132750	E_006663	0.7399
chr3	150133000	150134250	E_006664	0.8076
chr3	150134750	150136000	E_006665	0.7764
chr3	150150500	150152250	E_006666	0.9622
chr3	150163500	150164750	E_006667	0.7338
chr3	150165250	150171500	E_006668	0.9214
chr3	150186000	150188750	E_006669	0.9709
chr3	150212500	150213500	E_006670	0.9875
chr3	150261750	150263250	E_006671	0.5802
chr3	150265500	150266000	E_006672	0.5943
chr3	150307250	150308500	E_006673	0.9282
chr3	150315500	150316250	E_006674	0.7502
chr3	150316500	150319500	E_006675	0.9017
chr3	150322250	150325750	E_006676	0.8239
chr3	150352500	150353750	E_006677	0.9843
chr3	150443500	150449000	E_006678	0.9779
chr3	150450500	150453000	E_006679	0.9604
chr3	150455250	150457500	E_006680	0.982
chr3	150477250	150478500	E_006681	0.8921
chr3	150482500	150483250	E_006682	0.909
chr3	151194250	151195250	E_006683	0.9789
chr3	151256250	151257500	E_006684	0.8377
chr3	151260750	151262000	E_006685	0.9843
chr3	151348250	151349250	E_006686	0.9832
chr3	151393250	151394250	E_006687	0.9746
chr3	151408250	151409500	E_006688	0.9811
chr3	151509750	151510750	E_006689	0.9292
chr3	151537500	151538750	E_006690	0.9297
chr3	151554250	151556000	E_006691	0.981
chr3	151569250	151570250	E_006692	0.9789
chr3	151588750	151590250	E_006693	0.9325
chr3	151593000	151594500	E_006694	0.9162
chr3	151602500	151603750	E_006695	0.8241
chr3	151826000	151827500	E_006696	0.934
chr3	151901250	151902000	E_006697	0.9875
chr3	151909500	151913250	E_006698	0.9013
chr3	151914750	151919500	E_006699	0.9349
chr3	151920500	151923750	E_006700	0.7619
chr3	151937250	151938250	E_006701	0.9746
chr3	151952000	151954250	E_006702	0.9715
chr3	151958250	151960500	E_006703	0.8859
chr3	151962250	151965000	E_006704	0.7491
chr3	151976000	151977250	E_006705	0.9745
chr3	151978750	151979750	E_006706	0.715
chr3	151984000	151984750	E_006707	0.8931
chr3	151988500	151992000	E_006708	0.8267
chr3	151992500	151993750	E_006709	0.9709
chr3	152013250	152014250	E_006710	0.9492
chr3	152019250	152020250	E_006711	0.9029
chr3	152037750	152039750	E_006712	0.9512
chr3	152040000	152041500	E_006713	0.9073
chr3	152042500	152043750	E_006714	0.9545
chr3	152044500	152045500	E_006715	0.9746
chr3	152046500	152050500	E_006716	0.9247
chr3	152066250	152067250	E_006717	0.9875
chr3	152093750	152095250	E_006718	0.9149
chr3	152121000	152122250	E_006719	0.9843
chr3	152189750	152190750	E_006720	0.7739
chr3	152304500	152305750	E_006721	0.9811
chr3	152308250	152312250	E_006722	0.9648
chr3	152312750	152315500	E_006723	0.9516
chr3	152373750	152374750	E_006724	0.9039
chr3	152534750	152537000	E_006725	0.9123
chr3	152553250	152554750	E_006726	0.769
chr3	152555000	152556000	E_006727	0.7358
chr3	152566750	152569500	E_006728	0.9752
chr3	152626750	152628000	E_006729	0.9843
chr3	152682250	152683000	E_006730	0.9847
chr3	152686000	152687250	E_006731	0.9847
chr3	152692750	152697000	E_006732	0.9629
chr3	152741250	152743000	E_006733	0.9836
chr3	152746500	152747750	E_006734	0.9776
chr3	152760000	152762250	E_006735	0.8908
chr3	152768250	152771750	E_006736	0.9593
chr3	152777500	152779250	E_006737	0.8881
chr3	152789750	152790750	E_006738	0.8575
chr3	152797750	152800250	E_006739	0.9093
chr3	152877750	152879000	E_006740	0.7802
chr3	152880750	152882500	E_006741	0.7298
chr3	152882750	152885750	E_006742	0.8591
chr3	152939000	152940500	E_006743	0.8997
chr3	152944750	152945750	E_006744	0.9789
chr3	152948250	152949000	E_006745	0.8191
chr3	153001500	153003750	E_006746	0.9843
chr3	153006500	153008250	E_006747	0.981
chr3	153010750	153011750	E_006748	0.9875
chr3	153056000	153057000	E_006749	0.8997
chr3	154039500	154041500	E_006750	0.6004
chr3	154467000	154468500	E_006751	0.9853
chr3	154736250	154737250	E_006752	0.9832
chr3	154744500	154746750	E_006753	0.9808
chr3	154754750	154757000	E_006754	0.9756
chr3	154849000	154850000	E_006755	0.9789
chr3	154896500	154897500	E_006756	0.9789
chr3	154987500	154989750	E_006757	0.969
chr3	154993000	154994000	E_006758	0.7908
chr3	154999250	155002500	E_006759	0.9774
chr3	155051500	155054750	E_006760	0.9779
chr3	155508250	155509500	E_006761	0.9758
chr3	155545000	155548000	E_006762	0.8304
chr3	155553250	155554250	E_006763	0.7938
chr3	155569250	155570500	E_006764	0.6043
chr3	155580500	155582250	E_006765	0.9216
chr3	155586750	155587250	E_006766	0.8499
chr3	155589000	155591500	E_006767	0.7138
chr3	155592500	155593750	E_006768	0.9713
chr3	155595500	155597250	E_006769	0.8751
chr3	155606250	155610250	E_006770	0.9668
chr3	156176000	156176750	E_006771	0.8528
chr3	156177000	156183750	E_006772	0.9685
chr3	156192250	156193500	E_006773	0.9361
chr3	156200500	156203500	E_006774	0.9743
chr3	156205750	156208500	E_006775	0.9785
chr3	156275500	156276750	E_006776	0.9244
chr3	156295250	156298250	E_006777	0.9796
chr3	156316500	156318000	E_006778	0.9823
chr3	156318250	156321000	E_006779	0.977
chr3	156321250	156325500	E_006780	0.9188
chr3	156361000	156362500	E_006781	0.976
chr3	156498500	156501500	E_006782	0.9428
chr3	156504500	156505500	E_006783	0.9875
chr3	156505750	156506750	E_006784	0.9757
chr3	156530000	156531750	E_006785	0.9811
chr3	156536000	156536500	E_006786	0.5241
chr3	156545000	156545750	E_006787	0.7538
chr3	156805500	156806500	E_006788	0.9176
chr3	156808250	156808750	E_006789	0.8509
chr3	156825000	156826000	E_006790	0.9875
chr3	156827000	156829000	E_006791	0.9838
chr3	156831500	156834750	E_006792	0.9786
chr3	156835750	156838250	E_006793	0.9801
chr3	156845500	156846750	E_006794	0.8611
chr3	156847250	156848750	E_006795	0.9798
chr3	156874250	156875500	E_006796	0.548
chr3	156888250	156889750	E_006797	0.8363
chr3	156891250	156892000	E_006798	0.8769
chr3	156893750	156894750	E_006799	0.7347
chr3	157018500	157019750	E_006800	0.9751
chr3	157160250	157161250	E_006801	0.9832
chr3	157229750	157231250	E_006802	0.9823
chr3	157248000	157249000	E_006803	0.9746
chr3	157249750	157250750	E_006804	0.8764
chr3	157252500	157253250	E_006805	0.9162
chr3	157828750	157830500	E_006806	0.7667
chr3	157835750	157837500	E_006807	0.9302
chr3	157885250	157886500	E_006808	0.9843
chr3	158125500	158127000	E_006809	0.9782
chr3	158359750	158361000	E_006810	0.9382
chr3	158363000	158363500	E_006811	0.5621
chr3	158395750	158398750	E_006812	0.9141
chr3	158427000	158428000	E_006813	0.8584
chr3	158430500	158431750	E_006814	0.9598
chr3	158434250	158435750	E_006815	0.9467
