Position	Class	IPEA	ChromHMM_Segway_weak_Strong-enhancer	DEEP	csi_ann	RFECS	chromHMM	Segway	Control_ChromHMM_Segway_weak_Strong_repressed_State	
chr9_95898522_95898647	1	0	1	0	0	1	1	1	1
chrX_100913600_100913728	1	0	1	0	0	0	0	1	1
chrX_101187120_101187245	1	0	1	0	0	0	0	1	1
chrX_106816378_106816499	1	0	1	0	0	0	0	1	1
chrX_108915607_108915737	1	0	1	0	0	1	0	1	1
chrX_120324633_120324762	1	1	1	0	0	1	1	1	1
chrX_129231845_129231966	1	0	1	0	0	0	1	1	1
chrX_131138818_131138948	1	1	1	0	0	1	1	1	1
chrX_133756352_133756482	1	1	1	0	0	1	1	1	1
chrX_13416717_13416838	1	0	1	0	0	0	0	1	1
chrX_139588145_139588275	1	0	0	0	0	0	0	0	1
chrX_148607489_148607617	1	0	1	0	0	1	1	1	1
chrX_151322615_151322745	1	1	1	1	0	1	1	1	1
chrX_2375389_2375517	1	1	0	1	1	0	0	1	0
chrX_2886244_2886366	1	0	1	0	0	1	0	1	1
chrX_40017653_40017783	1	0	0	0	0	0	0	1	1
chrX_46434027_46434157	1	0	0	0	0	0	0	0	1
chrX_48138529_48138653	1	0	1	0	0	1	1	1	1
chrX_70887268_70887398	1	0	1	0	0	0	1	1	1
chr16_86430087_86430726	1	0	0	0	0	0	0	0	1
chr16_80372593_80373755	1	0	0	0	0	0	0	0	1
chr16_78510608_78511944	1	0	0	0	0	0	0	0	1
chr16_72980900_72982545	1	0	0	0	0	0	0	0	1
chr16_72738568_72740149	1	0	0	0	0	0	0	0	1
chr16_72254566_72255825	1	0	0	0	0	0	0	0	1
chr16_55424416_55425738	1	0	0	0	0	0	0	0	1
chr16_55223185_55224283	1	0	0	0	0	0	0	0	1
chr16_55079237_55080429	1	0	0	0	0	0	0	0	1
chr16_54650598_54651882	1	0	0	0	0	0	0	0	1
chr16_54575878_54577925	1	0	0	0	0	0	0	0	1
chr16_54323420_54324336	1	0	0	0	0	0	0	0	1
chr16_54143854_54144867	1	0	0	0	0	0	0	0	1
chr16_53726316_53727556	1	0	0	0	0	0	0	1	1
chr16_51958288_51959688	1	0	0	0	0	0	0	0	1
chr16_51671181_51672039	1	0	0	0	0	0	0	0	1
chr16_51657810_51658716	1	0	0	0	0	0	0	0	1
chr16_51576725_51578101	1	0	0	0	0	0	0	0	1
chr16_51560196_51560925	1	0	0	0	0	0	0	0	1
chr16_51231121_51232362	1	0	0	0	0	0	0	0	1
chr16_51056311_51057592	1	0	0	0	0	0	0	0	1
chr16_48912816_48914144	1	0	0	0	0	0	0	0	1
chr16_72404533_72407591	1	0	0	0	0	0	0	1	1
chr7_21003280_21004750	1	0	0	0	0	0	0	0	1
chr7_42191728_42193638	1	0	0	0	0	0	0	0	1
chr9_973435_975288	1	0	0	0	0	0	0	0	1
chr11_32197490_32198734	1	0	0	0	0	0	0	1	1
chrX_24894335_24896084	1	0	0	0	0	0	0	1	1
chrX_24915382_24918272	1	0	0	0	0	0	0	0	1
chrX_25007879_25009581	1	0	0	0	0	0	0	0	1
chrX_25017067_25018756	1	0	0	0	0	0	0	0	1
chrX_25400224_25402334	1	0	0	0	0	0	0	0	1
chr16_49094466_49095242	1	0	0	0	0	0	0	0	1
chr13_71343609_71344868	1	0	0	0	0	0	0	0	1
chr13_71774848_71775368	1	0	0	0	0	0	0	0	1
chr13_72771271_72773876	1	0	0	0	0	0	0	0	1
chr13_73149054_73150028	1	0	0	0	0	0	0	0	1
chr13_72300849_72302934	1	0	0	0	0	0	0	0	1
chr13_72425787_72428335	1	0	0	0	0	0	0	0	1
chr13_73001083_73003053	1	0	0	0	0	0	0	0	1
chr13_73081447_73083754	1	0	0	0	0	0	0	0	1
chrX_25018871_25020532	1	0	0	0	0	0	0	1	1
chr2_45106927_45107653	1	0	0	0	0	0	0	0	1
chr16_55329289_55330760	1	0	0	0	0	0	0	0	1
chr16_51147012_51148642	1	0	0	0	0	0	0	0	1
chr16_53948201_53949846	1	0	0	0	0	0	0	0	1
chr16_53994058_53995943	1	0	0	0	0	0	0	0	1
chr16_53986630_53988193	1	0	0	0	0	0	0	0	1
chr16_52446050_52447237	1	0	0	0	0	0	0	0	1
chr16_50869692_50871098	1	0	0	0	0	0	0	0	1
chr1_63443534_63444884	1	0	0	0	0	0	0	0	1
chr1_63464282_63465717	1	0	0	0	0	0	0	0	1
chr2_164450144_164451758	1	0	0	0	0	0	0	0	1
chr1_87821621_87823082	1	0	0	0	0	0	0	0	1
chr15_37240805_37242498	1	0	0	0	0	0	0	0	1
chr9_129198400_129200739	1	0	0	0	0	1	0	1	1
chr3_71290418_71292584	1	0	0	0	0	0	1	1	1
chr13_72345980_72348230	1	0	0	0	0	0	0	0	1
chr13_95618516_95619850	1	0	0	0	0	0	1	1	1
chr5_91036888_91038899	1	0	0	0	0	0	0	0	1
chr3_180773639_180775802	1	0	0	0	0	0	0	0	1
chr1_51034546_51036289	1	0	0	0	0	0	0	0	0
chr8_106333530_106334859	1	1	0	1	0	0	0	1	0
chr1_51165195_51166786	1	0	0	0	0	0	0	0	1
chr1_213597964_213599524	1	0	0	0	0	0	0	0	1
chr2_66297527_66299214	1	0	0	0	0	0	0	0	1
chr3_136982707_136984175	1	0	0	0	0	0	0	0	1
chr3_137047544_137049271	1	0	0	0	0	0	0	0	1
chr3_137067622_137068925	1	0	0	0	0	0	0	0	1
chr3_147049536_147051100	1	0	0	0	0	0	0	0	1
chr5_50335050_50336643	1	0	0	0	0	0	0	0	1
chr6_51148668_51149710	1	0	0	0	0	0	0	1	1
chr7_114056847_114058647	1	0	0	0	0	0	0	0	1
chr7_114295109_114296373	1	0	0	0	0	0	0	0	1
chr10_102546590_102548095	1	0	0	0	0	0	0	0	1
chr5_158340962_158342611	1	0	0	0	0	0	0	0	1
chr10_131691086_131692848	1	0	0	0	0	0	0	0	1
chr11_31685357_31686884	1	0	0	0	0	0	0	0	1
chr11_16316207_16317562	1	1	1	1	0	0	1	1	1
chr1_38560194_38561606	1	0	0	0	0	0	0	0	1
chr9_83727123_83728378	1	0	0	0	0	0	0	0	1
chr1_10965129_10966144	1	0	0	0	0	0	0	0	1
chr2_174114371_174115933	1	0	0	0	0	0	0	1	1
chr2_174985544_174987464	1	0	0	0	0	0	0	1	0
chr2_174988737_174990363	1	0	0	0	0	1	0	0	0
chr2_176940070_176941410	1	0	1	0	0	0	0	1	1
chr2_177503157_177503671	1	0	0	0	0	0	0	0	0
chr2_237071364_237071848	1	0	0	0	0	0	0	0	0
chr3_18169362_18170237	1	0	0	0	0	0	0	0	1
chr3_114433184_114435415	1	0	0	0	0	0	0	0	1
chr3_180436427_180437958	1	0	0	0	0	0	0	0	1
chr4_13009318_13010327	1	0	0	0	0	0	0	0	1
chr4_105345575_105346895	1	0	0	0	0	0	0	0	1
chr5_3511978_3513399	1	0	0	0	0	0	0	0	1
chr5_76940836_76941396	1	0	1	0	0	0	0	1	1
chr5_87168414_87169433	1	0	0	0	0	0	0	0	1
chr5_87239942_87241645	1	0	0	0	0	0	0	0	1
chr5_87692154_87693265	1	0	0	0	0	1	0	1	1
chr5_90928612_90929226	1	0	0	0	0	0	0	0	1
chr5_93226985_93228322	1	0	0	0	0	0	0	0	1
chr1_44715420_44716129	1	0	0	0	0	0	1	1	0
chr5_170627990_170630018	1	0	0	0	0	0	0	0	1
chr1_44989824_44991149	1	1	1	1	0	1	1	1	1
chr6_41523224_41523677	1	0	0	0	0	0	0	0	0
chr6_98116085_98116943	1	0	0	0	0	0	0	0	1
chr6_98719759_98720510	1	0	0	0	0	0	0	0	1
chr1_10732070_10733118	1	0	0	0	0	0	0	0	1
chr7_1265154_1266318	1	0	0	0	0	0	0	1	1
chr7_21811370_21812002	1	0	1	0	0	0	1	1	1
chr7_26728697_26729802	1	0	1	0	0	1	1	1	1
chr7_31401914_31403016	1	0	0	0	0	0	0	0	1
chr7_96633582_96634303	1	0	0	0	0	0	0	0	1
chr8_37249594_37251182	1	0	0	0	0	0	0	1	1
chr9_8095553_8096166	1	0	0	0	0	0	0	0	1
chr9_13939547_13940363	1	0	0	0	0	0	0	0	1
chr9_16710536_16711184	1	0	0	0	0	0	0	0	1
chr9_23496285_23497394	1	0	0	0	0	0	0	0	1
chr1_63369349_63370894	1	0	0	0	0	0	0	0	1
chr9_81471747_81473114	1	0	0	0	0	0	0	0	1
chr9_81870622_81872224	1	0	0	0	0	0	0	0	1
chr9_126537718_126539929	1	0	0	0	0	0	0	1	1
chr10_77726861_77727618	1	0	0	0	0	0	0	0	1
chr1_87821793_87822910	1	0	0	0	0	0	0	0	1
chr10_103266649_103267972	1	0	0	0	0	0	0	0	1
chr1_88926796_88928508	1	0	0	0	0	0	1	1	1
chr10_124851813_124853071	1	0	0	0	0	0	0	0	1
chr10_126905322_126906003	1	0	0	0	0	0	0	0	1
chr11_131867949_131868377	1	0	0	0	0	0	0	0	1
chr12_16715315_16716360	1	0	0	0	0	0	0	0	1
chr13_95618464_95619819	1	0	0	0	0	0	1	1	1
chr14_29860529_29862348	1	0	0	0	0	0	0	0	1
chr14_36020024_36020998	1	0	0	0	0	0	0	0	1
chr15_36819021_36820695	1	0	0	0	0	0	0	1	1
chr15_57425244_57425958	1	0	0	0	0	0	0	0	0
chr15_67665164_67665685	1	0	0	0	0	0	0	1	1
chr15_70391576_70392613	1	1	0	1	1	0	0	1	0
chr17_35011848_35012557	1	0	0	0	0	0	0	0	1
chr17_35329349_35329944	1	0	0	0	0	0	0	0	0
chr18_22692416_22693640	1	0	0	0	0	0	0	1	1
chr18_22864753_22866457	1	0	0	0	0	0	0	1	1
chr18_35063482_35064528	1	0	0	0	0	0	0	1	1
chr18_53089625_53091079	1	0	0	0	0	0	1	1	1
chr18_72357475_72358333	1	0	0	0	0	0	0	0	1
chr19_30494614_30495503	1	0	0	0	0	0	0	0	0
chr19_30565950_30567016	1	0	0	0	0	0	0	0	1
chr19_30767058_30768273	1	0	0	0	0	0	0	0	1
chr19_31002941_31004262	1	0	0	0	0	0	0	0	1
chr19_31587058_31588070	1	0	0	0	0	1	0	1	1
chr2_7774393_7775070	1	0	0	0	0	0	0	0	1
chr1_10781239_10781744	1	0	0	0	0	1	0	1	1
chr2_59198905_59200529	1	0	0	0	0	0	0	0	1
chr2_59746377_59746992	1	0	0	0	0	0	0	0	1
chr2_60441495_60442515	1	0	0	0	0	0	0	0	1
chr2_104736518_104737365	1	0	0	0	0	0	0	0	1
chr2_145188099_145189812	1	0	0	0	0	1	1	1	0
chr1_10851570_10852173	1	0	0	0	0	0	0	1	1
chr2_156726581_156727605	1	0	0	0	0	0	0	0	1
chr2_157551014_157551952	1	0	0	0	0	0	0	0	1
chr2_157899792_157900721	1	0	0	0	0	0	0	0	1
chr2_162094895_162095451	1	0	0	0	0	0	0	0	0
chr2_164843797_164844783	1	0	0	0	0	0	0	0	1
chr2_172955879_172957052	1	0	0	0	0	0	0	1	1
chrX_81788884_81790571	1	0	0	0	0	0	0	0	1
chrX_139169379_139171545	1	0	0	0	0	0	0	0	1
chr14_26377372_26378803	1	0	0	0	0	0	0	0	1
chr19_30840299_30843536	1	0	0	0	0	0	0	0	1
chr14_30741750_30743626	1	0	0	0	0	0	0	0	1
chr3_62350726_62351718	1	0	0	0	0	0	0	0	1
chr3_62359866_62360569	1	0	0	0	0	0	0	0	1
chr1_83345366_83346271	1	0	0	0	0	0	0	0	1
chr7_35454800_35456218	1	0	0	0	0	0	0	0	1
chr7_35505184_35506342	1	0	0	0	0	0	0	0	1
chr7_35268514_35269380	1	0	0	0	0	0	0	0	1
chr7_35458551_35459522	1	0	0	0	0	0	0	0	1
chr20_30191716_30192554	1	1	0	1	1	0	0	1	0
chr12_115124394_115125300	1	0	0	0	0	0	0	0	1
chr10_77164564_77165639	1	0	0	0	0	0	0	0	1
chr22_38394345_38395199	1	0	0	0	0	0	1	1	1
chr13_95358263_95360017	1	0	0	0	0	1	0	1	1
chr22_38429240_38430515	1	1	1	1	1	1	1	1	1
chr22_38442140_38442879	1	0	0	0	0	0	0	1	1
chr10_92690021_92690674	1	0	0	0	0	0	0	0	1
chr18_19773983_19774532	1	1	1	1	1	1	1	1	1
chr5_88548400_88550500	1	0	0	0	0	0	0	0	1
chr8_11604182_11604695	1	0	0	0	0	0	0	1	1
chr10_103527193_103528393	1	0	0	0	0	0	0	0	1
chr10_103540180_103541030	1	0	0	0	0	0	0	1	1
chr22_19749356_19750055	1	1	0	1	1	0	0	0	0
chr5_44389166_44390467	1	0	0	0	0	0	0	0	1
chr2_236773458_236774696	1	0	0	0	0	0	0	1	1
chr2_121832418_121833317	1	0	1	0	0	1	1	1	1
chr4_1613479_1614106	1	0	0	0	0	0	0	0	1
chr9_17322200_17324371	1	0	0	0	0	0	0	0	1
chr13_28395961_28397536	1	0	0	0	0	0	0	0	1
chr5_3186439_3187926	1	0	0	0	0	0	0	0	1
chr19_32452701_32453894	1	0	0	0	0	0	0	0	1
chr13_71358093_71359507	1	0	0	0	0	0	0	0	1
chr2_45030569_45032739	1	0	0	0	0	0	0	0	1
chr5_50960132_50961567	1	0	0	0	0	0	0	0	1
chr1_243876467_243877893	1	0	0	0	0	0	0	0	1
chr5_92811465_92813217	1	0	0	0	0	0	0	0	1
chr7_13506207_13507276	1	0	0	0	0	0	0	0	1
chr2_172936519_172938249	1	0	0	0	0	0	0	1	1
chr9_84299210_84300117	1	0	0	0	0	0	0	0	1
chr4_112421802_112422905	1	0	0	0	0	0	0	0	1
chr10_131106522_131108742	1	0	0	0	0	0	0	0	1
chr6_98491829_98493238	1	0	0	0	0	0	0	0	1
chr22_38381623_38382457	1	0	0	0	0	0	0	1	1
chr11_31622822_31624118	1	0	0	0	0	0	0	0	1
chr14_29684896_29686744	1	0	0	0	0	0	0	0	1
chr6_98461952_98463309	1	0	0	0	0	0	0	0	1
chr2_146692288_146693283	1	0	0	0	0	1	0	0	1
chr1_27049620_27050905	1	1	0	1	1	1	0	1	0
chr15_37512674_37514557	1	0	0	0	0	0	0	1	1
chr2_157861101_157862409	1	0	0	0	0	0	0	0	1
chr13_68429117_68430526	1	0	0	0	0	0	0	0	1
chr6_100657912_100659391	1	0	0	0	0	1	1	1	1
chr10_125188987_125190075	1	0	0	0	0	0	0	0	1
chr12_17824855_17826335	1	0	0	0	0	0	0	0	1
chr2_156403022_156404115	1	0	0	0	0	0	0	1	1
chrX_81464240_81465016	1	0	0	0	0	0	0	0	1
chr18_34719386_34720720	1	0	0	0	0	0	0	0	1
chr14_36814302_36815937	1	0	0	0	0	0	0	0	1
chr14_37726340_37727348	1	0	0	0	0	0	0	0	1
chr10_76177765_76179000	1	1	1	1	0	1	1	1	1
chr14_29927484_29928818	1	0	0	0	0	0	0	0	1
chr15_37652783_37654460	1	0	0	0	0	0	0	0	1
chr5_3182218_3183271	1	0	0	0	0	0	0	0	1
chr12_17657732_17659008	1	0	0	0	0	0	0	0	1
chr12_16610045_16611936	1	0	0	0	0	0	0	0	1
chr5_170458792_170460097	1	0	0	0	0	0	0	0	1
chr2_147172004_147173802	1	0	0	0	0	0	0	0	1
chr12_111495397_111496252	1	0	0	0	0	1	1	1	1
chr1_91305562_91307215	1	0	0	0	0	0	1	1	0
chr9_85509632_85510687	1	0	0	0	0	0	0	0	1
chr13_72333516_72334988	1	0	0	0	0	0	0	0	1
chr14_99466200_99467144	1	0	0	0	0	0	0	0	1
chr15_57426028_57426952	1	0	0	0	0	0	0	0	1
chr16_49735099_49736449	1	0	0	0	0	0	0	0	1
chr17_37774485_37774988	1	0	1	0	0	0	0	1	1
chr9_159657_160780	1	0	0	0	0	0	0	0	1
chr7_27288268_27289491	1	0	0	0	0	0	0	0	1
chr3_71277312_71278956	1	1	0	0	0	1	1	1	1
chr8_36957851_36958723	1	0	0	0	0	0	0	0	1
chr20_2719208_2719789	1	0	0	0	0	0	0	0	1
chr5_2112055_2113430	1	0	0	0	0	0	0	0	1
chr18_76006820_76008476	1	0	0	0	0	0	0	0	1
chr3_157882303_157883963	1	0	0	0	0	0	0	1	1
chr3_157589226_157590363	1	0	0	0	0	0	0	0	1
chr2_164574007_164575458	1	0	0	0	0	0	0	0	1
chr9_116726436_116727813	1	0	0	0	0	0	0	1	1
chr9_23004730_23005789	1	0	0	0	0	0	0	0	1
chr7_18885971_18887230	1	0	0	0	0	0	0	0	1
chr1_32510030_32510913	1	0	0	0	0	0	0	0	0
chr2_172820365_172821314	1	0	0	0	0	0	0	0	0
chr2_146689050_146690099	1	0	0	0	0	0	0	0	1
chr3_137185964_137186866	1	0	0	0	0	0	0	0	1
chr3_147801015_147802169	1	0	0	0	0	0	0	0	1
chr3_180461825_180462874	1	0	0	0	0	0	0	0	1
chr10_131400948_131402279	1	0	0	0	0	0	0	0	1
chr7_69702231_69703615	1	0	0	0	0	0	0	0	1
chr15_67198974_67200134	1	0	0	0	0	0	1	1	1
chr12_16940708_16942322	1	0	0	0	0	0	0	0	1
chr2_157720628_157721586	1	0	0	0	0	0	0	1	1
chrX_139332133_139333376	1	0	0	0	0	0	0	0	1
chr8_92824759_92826618	1	0	0	0	0	0	0	0	1
chr1_97610491_97611741	1	0	0	0	0	0	0	0	1
chr10_120074039_120075696	1	0	0	0	0	0	0	0	1
chr2_144103882_144105644	1	0	0	0	0	0	0	0	1
chr6_97544611_97545759	1	0	0	0	0	0	0	1	1
chr4_54961998_54962796	1	0	0	0	0	0	0	0	1
chr18_45087290_45088074	1	0	0	0	0	0	0	0	1
chr4_85245591_85246555	1	0	0	0	0	0	0	0	1
chr5_91298184_91298993	1	0	0	0	0	0	0	0	1
chr4_54881222_54882455	1	0	0	0	0	0	0	0	1
chr20_20472953_20474200	1	0	0	0	0	0	0	0	1
chr2_63193855_63194929	1	0	1	0	0	1	1	1	1
chr11_15587041_15588314	1	0	0	0	0	0	0	0	1
chr5_170471253_170472370	1	0	0	0	0	0	0	0	1
chr17_46226552_46227693	1	0	1	0	0	1	0	1	1
chr8_53166730_53167836	1	0	0	0	0	0	0	1	1
chr10_130831457_130833175	1	0	0	0	0	0	0	1	1
chr7_21084342_21085460	1	0	0	0	0	0	0	0	1
chr2_105132815_105133830	1	0	0	0	0	0	0	0	1
chr14_36933150_36934532	1	0	0	0	0	0	0	0	1
chr1_3190581_3191428	1	0	0	0	0	0	0	0	1
chr4_84700011_84701265	1	0	0	0	0	0	0	0	1
chr11_16377777_16379090	1	1	1	1	0	1	1	1	1
chr7_113793545_113794562	1	0	0	0	0	0	0	0	1
chr19_30574387_30575360	1	0	0	0	0	0	0	0	1
chr9_84009516_84010866	1	0	0	0	0	0	0	0	1
chr10_130366868_130368005	1	0	0	0	0	0	1	1	1
chr3_157903310_157904642	1	0	0	0	0	0	0	0	1
chr8_78042571_78044201	1	0	0	0	0	0	0	0	1
chr10_78390590_78391875	1	0	0	0	0	0	0	0	1
chr7_13450920_13451719	1	0	0	0	0	0	0	0	1
chr9_84946893_84948036	1	0	0	0	0	0	0	0	1
chr5_3197865_3198942	1	0	0	0	0	0	0	0	1
chrX_136316806_136317871	1	0	0	0	0	0	0	0	1
chr13_106015598_106016927	1	0	0	0	0	0	0	0	1
chr1_163441941_163442842	1	0	0	0	0	0	0	0	1
chr1_63665219_63666122	1	0	0	0	0	0	0	0	1
chr9_81823297_81824667	1	0	0	0	0	0	0	0	1
chr7_26524662_26525636	1	0	0	0	0	0	0	0	1
chr8_77690683_77691779	1	0	0	0	0	0	0	0	1
chr18_77010009_77010795	1	0	0	0	0	0	0	1	1
chr17_59893119_59894141	1	0	0	0	0	0	0	0	0
chr2_60352514_60353602	1	0	0	0	0	0	0	0	1
chr8_21907426_21908282	1	0	0	0	0	1	1	1	0
chr8_21901089_21902326	1	0	0	0	0	0	1	1	1
chr5_88673410_88674494	1	0	0	0	0	1	0	1	1
chr7_10684318_10685359	1	0	1	0	0	0	1	1	1
chr13_95313852_95315441	1	1	1	1	1	1	1	1	1
chr12_16170590_16171824	1	0	0	0	0	0	0	0	1
chr7_9271308_9272358	1	0	0	0	0	0	0	0	1
chr9_84978274_84979131	1	0	0	0	0	0	0	0	1
chr7_22091362_22092557	1	0	0	0	0	0	0	0	1
chr1_87795192_87796737	1	1	0	1	1	0	0	1	0
chr5_158143424_158144725	1	0	0	0	0	0	0	0	1
chr7_14379627_14380740	1	0	0	0	0	0	0	0	1
chr9_128520992_128522653	1	0	0	0	0	0	0	1	1
chr18_72567672_72569282	1	0	0	0	0	0	0	0	1
chr15_36964819_36966098	1	0	0	0	0	0	0	0	1
chr15_38159507_38161007	1	0	0	0	0	0	0	0	1
chr2_67281257_67282540	1	0	0	0	0	0	0	0	1
chr8_37495309_37496204	1	0	0	0	0	0	0	0	1
chr2_59540640_59541937	1	0	0	0	0	0	0	0	1
chr4_66989480_66990366	1	0	0	0	0	0	0	0	1
chr10_118854124_118855243	1	0	0	0	0	0	0	0	1
chr4_14268833_14269924	1	0	0	0	0	0	0	0	1
chr3_137638911_137640108	1	0	0	0	0	0	0	0	1
chr7_20832628_20833902	1	0	0	0	0	0	0	1	1
chr4_42150091_42151064	1	0	0	0	0	0	0	0	1
chr16_51491799_51493025	1	0	0	0	0	0	0	0	1
chr18_36763763_36764791	1	0	0	0	0	0	0	0	1
chr9_13750115_13751398	1	0	0	0	0	0	0	0	1
chr5_87083012_87084752	1	0	0	0	0	0	0	0	1
chr11_31989173_31990022	1	0	0	0	0	0	0	0	1
chr19_30747057_30748648	1	0	0	0	0	0	0	0	1
chr2_175196043_175197114	1	0	0	0	0	0	0	1	1
chr11_31502035_31503157	1	0	0	0	0	0	0	1	1
chr3_71034389_71035430	1	0	0	0	0	0	0	0	1
chr6_50685244_50686237	1	0	0	0	0	0	0	0	1
chr2_105697211_105698158	1	0	0	0	0	0	0	0	1
chr11_121799771_121801171	1	0	0	0	0	0	0	0	1
chr9_133540555_133541228	1	0	0	0	0	0	0	0	1
chr1_88615687_88616927	1	0	0	0	0	0	0	0	1
chr13_66609799_66610748	1	0	0	0	0	0	0	1	1
chr13_71533037_71534195	1	0	0	0	0	0	0	0	1
chr11_16311593_16312881	1	0	0	0	0	0	0	1	1
chr4_181201559_181202529	1	0	0	0	0	0	0	0	1
chr8_76960017_76961714	1	0	0	0	0	0	0	0	1
chr12_24233884_24235634	1	0	0	0	0	0	0	1	1
chr9_37251207_37252223	1	0	0	0	0	1	0	1	0
chr4_145276813_145278719	1	0	0	0	0	0	0	1	1
chr8_99428481_99429432	1	0	0	0	0	0	0	0	1
chr8_100680409_100681809	1	0	0	0	0	0	0	0	1
chr20_21214790_21217232	1	0	0	0	0	0	0	0	1
chr13_78976015_78977338	1	0	0	0	0	0	0	0	1
chr8_116430695_116432527	1	1	0	0	0	1	0	1	1
chr2_236962599_236964857	1	0	0	0	0	0	0	0	1
chr17_2081998_2084289	1	0	0	0	0	0	0	1	0
chr7_70103123_70104331	1	0	0	0	0	0	0	0	1
chr4_112668302_112669915	1	0	0	0	0	0	0	0	1
chr4_111669259_111671168	1	0	0	0	0	0	0	0	1
chr1_209989050_209989824	1	0	0	0	0	0	0	1	1
chr10_119310483_119311458	1	0	0	0	0	0	0	1	1
chr18_63078262_63078839	1	0	0	0	0	0	0	0	1
chr5_91442456_91444549	1	0	0	0	0	0	0	0	1
chr2_175203263_175204895	1	0	0	0	0	0	0	1	1
chr7_114299711_114302078	1	0	0	0	0	0	0	0	1
chr2_60761404_60763073	1	0	0	0	0	0	0	0	1
chr3_71099157_71100851	1	0	0	0	0	0	1	1	0
chr7_114326912_114329772	1	0	0	0	0	0	0	0	1
chr12_103484342_103485519	1	0	0	0	0	0	0	0	1
chr2_105317580_105319856	1	0	0	0	0	0	0	0	1
chr5_91970162_91972034	1	0	0	0	0	0	0	0	1
chr9_83412700_83413972	1	0	0	0	0	0	0	0	1
chr2_59304974_59306893	1	0	0	0	0	0	0	0	1
chr6_97754043_97755513	1	0	0	0	0	0	0	0	1
chr12_17848111_17849347	1	0	0	0	0	0	0	0	1
chr4_113442390_113443530	1	0	0	0	0	1	0	1	1
chr9_128869446_128870934	1	0	0	0	0	0	0	0	1
chr2_105516737_105518490	1	0	0	0	0	0	0	0	1
chr12_17311784_17313759	1	0	0	0	0	0	0	0	1
chr12_103406124_103408154	1	0	0	0	0	0	0	0	1
chr7_114142132_114143527	1	0	0	0	0	0	0	0	1
chr1_38712075_38713517	1	0	0	0	0	1	0	1	1
chr1_88108084_88109396	1	0	1	0	0	0	0	1	1
chr9_82681268_82682692	1	0	0	0	0	0	0	0	1
chr10_102244842_102246334	1	0	0	0	0	0	0	0	1
chr7_20997668_20999102	1	0	0	0	0	0	0	0	1
chr18_76461276_76462723	1	0	0	0	0	0	0	0	1
chr18_52699870_52701226	1	0	0	0	0	0	0	0	1
chr9_128919674_128920432	1	0	0	0	0	0	0	0	1
chr9_128645462_128647097	1	0	0	0	0	0	0	0	1
chr7_20838843_20840395	1	0	0	0	0	1	0	1	1
chr18_75496338_75498507	1	0	0	0	0	0	0	0	1
chr5_158486120_158487498	1	0	0	0	0	0	0	0	1
chr5_92312840_92314645	1	0	0	0	0	0	0	0	1
chr2_73124730_73126091	1	0	0	0	0	0	0	0	1
chr18_22744668_22746270	1	0	0	0	0	0	0	1	1
chr9_128516934_128518372	1	0	0	0	0	0	0	0	1
chr1_39192609_39194134	1	0	0	0	0	0	0	0	1
chr10_119309200_119310544	1	0	0	0	0	0	0	0	1
chr6_98074091_98075722	1	0	0	0	0	0	0	0	1
chr5_92031088_92033197	1	0	0	0	0	0	0	0	1
chr9_82010246_82011547	1	0	0	0	0	0	0	0	1
chr20_37876814_37877600	1	0	0	0	0	0	0	0	1
chr3_147125146_147126336	1	0	0	0	0	0	0	0	1
chr5_92314781_92316083	1	0	0	0	0	0	0	0	1
chr4_109531908_109533465	1	0	0	0	0	1	1	1	1
chr6_18536628_18538267	1	0	0	0	0	0	0	0	1
chr18_76481722_76483257	1	0	0	0	0	0	0	0	1
chr5_92613862_92616844	1	0	0	0	0	0	0	0	1
chr14_29226075_29227673	1	0	0	0	0	0	0	1	1
chr2_63275695_63277103	1	0	1	0	0	0	1	1	1
chr2_58975738_58977115	1	0	0	0	0	0	0	1	1
chr2_58799729_58800607	1	0	0	0	0	0	0	1	1
chr9_82224085_82226757	1	0	1	0	0	0	0	1	1
chr5_92141511_92143537	1	0	0	0	0	0	0	0	1
chr7_114261073_114263089	1	0	0	0	0	0	0	0	1
chr6_98902034_98904516	1	0	0	0	0	0	0	0	1
chr11_31816452_31818421	1	0	0	0	0	0	0	0	1
chr6_99089361_99091043	1	0	0	0	0	0	0	0	1
chr20_39334182_39335059	1	0	0	0	0	0	0	0	1
chr3_71153556_71155053	1	0	0	0	0	0	0	1	1
chr2_103792328_103793819	1	0	0	0	0	0	0	0	1
chr6_41560717_41562075	1	0	0	0	0	0	0	0	0
chr9_128522875_128525442	1	0	0	0	0	0	0	0	1
chr1_88686076_88687740	1	0	0	0	0	0	0	0	1
chr5_91940922_91942042	1	0	0	0	0	0	0	0	1
chr2_103909358_103911221	1	0	0	0	0	1	0	1	1
chr12_103371347_103372610	1	0	0	0	0	0	0	0	1
chr3_148006499_148007810	1	0	0	0	0	0	0	0	1
chr3_71446827_71448809	1	1	0	0	0	1	1	1	0
chr5_158508842_158510137	1	0	0	0	0	0	0	0	1
chr9_84167351_84168176	1	0	0	0	0	0	0	0	1
chr2_59476604_59477955	1	0	0	0	0	0	0	1	1
chr12_103345263_103346680	1	0	0	0	0	0	0	0	1
chr5_158517785_158518914	1	0	0	0	0	0	0	1	1
chr6_98829860_98831049	1	0	0	0	0	0	0	0	1
chr5_157589029_157590477	1	0	0	0	0	0	0	0	1
chr2_105032493_105034445	1	0	0	0	0	0	0	0	1
